source,target,company,similarity
korologos ann mclaughlin,reiss kenneth,HAR,1
korologos ann mclaughlin,runtagh hellene s,HAR,1
reiss kenneth,runtagh hellene s,HAR,1
bonvenuto david l,buzzelli anthony j.,TSC,0.826389
buzzelli anthony j.,yasinsky john b,TSC,0.891975
twomey cormac j,valentine andre s,CNXC,0.824415
chen lawrence liren,hakoranta eeva k.,IDCC,0.833333
gillman joan h,hutcheson stewart d,IDCC,0.863636
gillman joan h,kritzmacher john a,IDCC,0.820455
gillman joan h,markley john d. jr.,IDCC,0.944444
gillman joan h,rankin jean f,IDCC,0.863636
hutcheson stewart d,kritzmacher john a,IDCC,0.956522
hutcheson stewart d,markley john d. jr.,IDCC,0.808081
hutcheson stewart d,rankin jean f,IDCC,1
kritzmacher john a,rankin jean f,IDCC,0.956522
markley john d. jr.,rankin jean f,IDCC,0.808081
barnholt edward w,calderoni robert,KLAC,0.888942
barnholt edward w,dickson john t,KLAC,0.869231
barnholt edward w,kennedy kevin,KLAC,0.858974
barnholt edward w,moore gary b,KLAC,0.888942
barnholt edward w,patel kiran m,KLAC,0.904692
barnholt edward w,rango robert a.,KLAC,0.888942
calderoni robert,dickson john t,KLAC,0.824519
calderoni robert,higashi emiko,KLAC,0.924908
calderoni robert,kennedy kevin,KLAC,0.974286
calderoni robert,moore gary b,KLAC,1
calderoni robert,patel kiran m,KLAC,0.916783
calderoni robert,rango robert a.,KLAC,1
dickson john t,kennedy kevin,KLAC,0.80557
dickson john t,moore gary b,KLAC,0.824519
dickson john t,patel kiran m,KLAC,0.844781
dickson john t,rango robert a.,KLAC,0.824519
dickson john t,wang david c,KLAC,0.864035
hanley jeneanne michelle,peng victor,KLAC,0.95098
higashi emiko,kennedy kevin,KLAC,0.891809
higashi emiko,moore gary b,KLAC,0.924908
higashi emiko,patel kiran m,KLAC,0.826604
higashi emiko,rango robert a.,KLAC,0.924908
kennedy kevin,moore gary b,KLAC,0.974286
kennedy kevin,patel kiran m,KLAC,0.886878
kennedy kevin,rango robert a.,KLAC,0.974286
moore gary b,patel kiran m,KLAC,0.916783
moore gary b,rango robert a.,KLAC,1
patel kiran m,rango robert a.,KLAC,0.916783
burke james f,mancuso robert j,NWFL,0.826136
campfield susan,hungerford meg l,NWFL,0.888889
campfield susan,lamont kevin m,NWFL,0.846154
campfield susan,lance william s,NWFL,0.802222
hungerford meg l,lamont kevin m,NWFL,0.846154
lamont kevin m,lance william s,NWFL,0.847756
lance william s,mancuso robert j,NWFL,0.880435
carothers todd,karp david,CPAH,0.84898
ashe neil,mills dianne s,AYI,0.814408
goldman barry r,holcom karen j,AYI,0.857668
goldman barry r,mills dianne s,AYI,0.839844
holcom karen j,mills dianne s,AYI,0.827923
nagel vernon j,reece richard k,AYI,0.833886
crawford kenneth l,sharp douglas e,GPX,0.845328
geller marshall s,pfenniger richard c jr,GPX,0.950292
lapointe christopher,white derek j,SOFI,0.862815
enright erin s.,essig stuart,DYNT,0.95
enright erin s.,larkin brian,DYNT,0.944444
essig stuart,larkin brian,DYNT,0.9
houle carol l,mansfield david p,PVBC,0.850877
foss eric j,harris isaiah jr,CI,0.882292
foss eric j,martinez roman iv,CI,0.91
foss eric j,partridge john,CI,0.880435
foss eric j,wiseman eric c,CI,0.954762
foss eric j,zarcone donna f,CI,0.954762
harris isaiah jr,martinez roman iv,CI,0.871843
harris isaiah jr,partridge john,CI,0.812
harris isaiah jr,wiseman eric c,CI,0.918478
harris isaiah jr,zarcone donna f,CI,0.918478
martinez roman iv,partridge john,CI,0.878571
martinez roman iv,wiseman eric c,CI,0.950292
martinez roman iv,zarcone donna f,CI,0.950292
martinez roman iv,zollars william d,CI,0.828704
partridge john,wiseman eric c,CI,0.922727
partridge john,zarcone donna f,CI,0.922727
wiseman eric c,zarcone donna f,CI,1
hinnendael james j,kohl timothy m,MRTN,0.942857
hinnendael james j,marten randolph l,MRTN,0.942857
kohl timothy m,marten randolph l,MRTN,1
kohl timothy m,turner john h,MRTN,0.86489
marten randolph l,turner john h,MRTN,0.86489
douglas russell palmer,hahn andrew,WHLRD,1
dickerson gary e,nalamasu omkaram,AMAT,0.819483
brown jeffrey jonathan,halmy christopher a,ALLY,0.97138
brown jeffrey jonathan,morais diane e.,ALLY,0.848032
brown jeffrey jonathan,russi timothy m.,ALLY,0.833796
carpenter michael a,gunn brian m,ALLY,1
carpenter michael a,muir william f,ALLY,1
carpenter michael a,yastine barbara a.,ALLY,1
gunn brian m,muir william f,ALLY,1
gunn brian m,yastine barbara a.,ALLY,1
halmy christopher a,morais diane e.,ALLY,0.827479
halmy christopher a,russi timothy m.,ALLY,0.854167
morais diane e.,russi timothy m.,ALLY,0.926972
muir william f,yastine barbara a.,ALLY,1
baker felix,baker julian,GHDX,1
cohen fred e,graham ginger l,GHDX,0.838235
bares brian timothy,bradshaw james shel,WINA,1
bares brian timothy,mollen russell chad,WINA,1
bradshaw james shel,mollen russell chad,WINA,1
baker felix,baker julian,XOMA,1
garrison j. barrett,stone william gordon iii,APPS,0.834928
butler clara r,butler griffin b,HY,1
butler clara r,butler helen rankin,HY,0.909314
butler clara r,butler john c jr,HY,0.909314
butler clara r,kuipers evelyn r,HY,0.97542
butler clara r,kuipers jacob a,HY,0.975274
butler clara r,kuipers matilda alan,HY,0.97542
butler clara r,rankin a farnham,HY,0.975274
butler clara r,rankin alfred m et al,HY,0.928027
butler clara r,rankin alison a,HY,0.930598
butler clara r,rankin bruce t,HY,0.966944
butler clara r,rankin chloe o,HY,0.87706
butler clara r,rankin claiborne r,HY,0.87706
butler clara r,rankin claiborne r jr,HY,0.975274
butler clara r,rankin claiborne read iii,HY,0.97542
butler clara r,rankin clara l t,HY,0.919902
butler clara r,rankin corbin,HY,0.930598
butler clara r,rankin elisabeth m,HY,0.975274
butler clara r,rankin elizabeth b,HY,0.975274
butler clara r,rankin james t,HY,0.975274
butler clara r,rankin james t. jr.,HY,0.967232
butler clara r,rankin julia l,HY,0.975274
butler clara r,rankin lynne t,HY,0.975274
butler clara r,rankin margaret pollard,HY,0.967232
butler clara r,rankin mary m,HY,0.983611
butler clara r,rankin matthew m,HY,0.975274
butler clara r,rankin roger f,HY,0.930598
butler clara r,rankin thomas parker,HY,0.975274
butler clara r,rankin thomas t,HY,0.937467
butler clara r,rankin victoire g,HY,0.934927
butler clara r,rankin william a,HY,0.983611
butler clara r,seelbach chloe r,HY,0.975274
butler clara r,seelbach isabelle,HY,0.983611
butler clara r,seelbach scott w,HY,0.975274
butler clara r,seelbach taplin e,HY,0.983611
butler clara r,seelbach thomas wilson,HY,0.97542
butler clara r,williams clara r,HY,0.946371
butler clara r,williams david b,HY,0.946371
butler clara r,williams helen charles,HY,0.991804
butler clara r,williams margo j.v.,HY,0.991804
butler griffin b,butler helen rankin,HY,0.909314
butler griffin b,butler john c jr,HY,0.909314
butler griffin b,kuipers evelyn r,HY,0.97542
butler griffin b,kuipers jacob a,HY,0.975274
butler griffin b,kuipers matilda alan,HY,0.97542
butler griffin b,rankin a farnham,HY,0.975274
butler griffin b,rankin alfred m et al,HY,0.928027
butler griffin b,rankin alison a,HY,0.930598
butler griffin b,rankin bruce t,HY,0.966944
butler griffin b,rankin chloe o,HY,0.87706
butler griffin b,rankin claiborne r,HY,0.87706
butler griffin b,rankin claiborne r jr,HY,0.975274
butler griffin b,rankin claiborne read iii,HY,0.97542
butler griffin b,rankin clara l t,HY,0.919902
butler griffin b,rankin corbin,HY,0.930598
butler griffin b,rankin elisabeth m,HY,0.975274
butler griffin b,rankin elizabeth b,HY,0.975274
butler griffin b,rankin james t,HY,0.975274
butler griffin b,rankin james t. jr.,HY,0.967232
butler griffin b,rankin julia l,HY,0.975274
butler griffin b,rankin lynne t,HY,0.975274
butler griffin b,rankin margaret pollard,HY,0.967232
butler griffin b,rankin mary m,HY,0.983611
butler griffin b,rankin matthew m,HY,0.975274
butler griffin b,rankin roger f,HY,0.930598
butler griffin b,rankin thomas parker,HY,0.975274
butler griffin b,rankin thomas t,HY,0.937467
butler griffin b,rankin victoire g,HY,0.934927
butler griffin b,rankin william a,HY,0.983611
butler griffin b,seelbach chloe r,HY,0.975274
butler griffin b,seelbach isabelle,HY,0.983611
butler griffin b,seelbach scott w,HY,0.975274
butler griffin b,seelbach taplin e,HY,0.983611
butler griffin b,seelbach thomas wilson,HY,0.97542
butler griffin b,williams clara r,HY,0.946371
butler griffin b,williams david b,HY,0.946371
butler griffin b,williams helen charles,HY,0.991804
butler griffin b,williams margo j.v.,HY,0.991804
butler helen rankin,butler john c jr,HY,1
butler helen rankin,kuipers evelyn r,HY,0.888941
butler helen rankin,kuipers jacob a,HY,0.902521
butler helen rankin,kuipers matilda alan,HY,0.888941
butler helen rankin,rankin a farnham,HY,0.902521
butler helen rankin,rankin alfred m et al,HY,0.860021
butler helen rankin,rankin alison a,HY,0.870172
butler helen rankin,rankin bruce t,HY,0.875829
butler helen rankin,rankin chloe o,HY,0.924615
butler helen rankin,rankin claiborne r,HY,0.924615
butler helen rankin,rankin claiborne r jr,HY,0.902521
butler helen rankin,rankin claiborne read iii,HY,0.888941
butler helen rankin,rankin clara l t,HY,0.842253
butler helen rankin,rankin corbin,HY,0.855951
butler helen rankin,rankin elisabeth m,HY,0.902521
butler helen rankin,rankin elizabeth b,HY,0.902521
butler helen rankin,rankin james t,HY,0.902521
butler helen rankin,rankin james t. jr.,HY,0.882155
butler helen rankin,rankin julia l,HY,0.902521
butler helen rankin,rankin lynne t,HY,0.902521
butler helen rankin,rankin margaret pollard,HY,0.882155
butler helen rankin,rankin mary m,HY,0.89573
butler helen rankin,rankin matthew m,HY,0.902521
butler helen rankin,rankin roger f,HY,0.870172
butler helen rankin,rankin thomas parker,HY,0.902521
butler helen rankin,rankin thomas t,HY,0.862783
butler helen rankin,rankin victoire g,HY,0.866949
butler helen rankin,rankin william a,HY,0.89573
butler helen rankin,seelbach chloe r,HY,0.902521
butler helen rankin,seelbach isabelle,HY,0.89573
butler helen rankin,seelbach scott w,HY,0.902521
butler helen rankin,seelbach taplin e,HY,0.89573
butler helen rankin,seelbach thomas wilson,HY,0.888941
butler helen rankin,williams clara r,HY,0.943312
butler helen rankin,williams david b,HY,0.943312
butler helen rankin,williams helen charles,HY,0.902521
butler helen rankin,williams margo j.v.,HY,0.902521
butler john c jr,kuipers evelyn r,HY,0.888941
butler john c jr,kuipers jacob a,HY,0.902521
butler john c jr,kuipers matilda alan,HY,0.888941
butler john c jr,rankin a farnham,HY,0.902521
butler john c jr,rankin alfred m et al,HY,0.860021
butler john c jr,rankin alison a,HY,0.870172
butler john c jr,rankin bruce t,HY,0.875829
butler john c jr,rankin chloe o,HY,0.924615
butler john c jr,rankin claiborne r,HY,0.924615
butler john c jr,rankin claiborne r jr,HY,0.902521
butler john c jr,rankin claiborne read iii,HY,0.888941
butler john c jr,rankin clara l t,HY,0.842253
butler john c jr,rankin corbin,HY,0.855951
butler john c jr,rankin elisabeth m,HY,0.902521
butler john c jr,rankin elizabeth b,HY,0.902521
butler john c jr,rankin james t,HY,0.902521
butler john c jr,rankin james t. jr.,HY,0.882155
butler john c jr,rankin julia l,HY,0.902521
butler john c jr,rankin lynne t,HY,0.902521
butler john c jr,rankin margaret pollard,HY,0.882155
butler john c jr,rankin mary m,HY,0.89573
butler john c jr,rankin matthew m,HY,0.902521
butler john c jr,rankin roger f,HY,0.870172
butler john c jr,rankin thomas parker,HY,0.902521
butler john c jr,rankin thomas t,HY,0.862783
butler john c jr,rankin victoire g,HY,0.866949
butler john c jr,rankin william a,HY,0.89573
butler john c jr,seelbach chloe r,HY,0.902521
butler john c jr,seelbach isabelle,HY,0.89573
butler john c jr,seelbach scott w,HY,0.902521
butler john c jr,seelbach taplin e,HY,0.89573
butler john c jr,seelbach thomas wilson,HY,0.888941
butler john c jr,williams clara r,HY,0.943312
butler john c jr,williams david b,HY,0.943312
butler john c jr,williams helen charles,HY,0.902521
butler john c jr,williams margo j.v.,HY,0.902521
corvi carolyn,jumper john p,HY,1
corvi carolyn,labarre dennis w,HY,1
corvi carolyn,poor vincent,HY,0.863636
corvi carolyn,taplin britton t,HY,0.886154
corvi carolyn,taplin diahn,HY,0.834912
corvi carolyn,wong eugene,HY,0.909091
jumper john p,labarre dennis w,HY,1
jumper john p,poor vincent,HY,0.863636
jumper john p,taplin britton t,HY,0.886154
jumper john p,taplin diahn,HY,0.834912
jumper john p,wong eugene,HY,0.909091
kuipers evelyn r,kuipers jacob a,HY,0.983338
kuipers evelyn r,kuipers matilda alan,HY,1
kuipers evelyn r,rankin a farnham,HY,0.983338
kuipers evelyn r,rankin alfred m et al,HY,0.936396
kuipers evelyn r,rankin alison a,HY,0.939454
kuipers evelyn r,rankin bruce t,HY,0.974433
kuipers evelyn r,rankin chloe o,HY,0.886862
kuipers evelyn r,rankin claiborne r,HY,0.886862
kuipers evelyn r,rankin claiborne r jr,HY,0.983338
kuipers evelyn r,rankin claiborne read iii,HY,1
kuipers evelyn r,rankin clara l t,HY,0.94451
kuipers evelyn r,rankin corbin,HY,0.939454
kuipers evelyn r,rankin elisabeth m,HY,0.983338
kuipers evelyn r,rankin elizabeth b,HY,0.983338
kuipers evelyn r,rankin james t,HY,0.983338
kuipers evelyn r,rankin james t. jr.,HY,0.991381
kuipers evelyn r,rankin julia l,HY,0.983338
kuipers evelyn r,rankin lynne t,HY,0.983338
kuipers evelyn r,rankin margaret pollard,HY,0.991381
kuipers evelyn r,rankin mary m,HY,0.991527
kuipers evelyn r,rankin matthew m,HY,0.983338
kuipers evelyn r,rankin roger f,HY,0.939454
kuipers evelyn r,rankin thomas parker,HY,0.983338
kuipers evelyn r,rankin thomas t,HY,0.946202
kuipers evelyn r,rankin victoire g,HY,0.943164
kuipers evelyn r,rankin william a,HY,0.991527
kuipers evelyn r,seelbach chloe r,HY,0.983338
kuipers evelyn r,seelbach isabelle,HY,0.991527
kuipers evelyn r,seelbach scott w,HY,0.983338
kuipers evelyn r,seelbach taplin e,HY,0.991527
kuipers evelyn r,seelbach thomas wilson,HY,1
kuipers evelyn r,williams clara r,HY,0.939454
kuipers evelyn r,williams david b,HY,0.939454
kuipers evelyn r,williams helen charles,HY,0.983338
kuipers evelyn r,williams margo j.v.,HY,0.983338
kuipers jacob a,kuipers matilda alan,HY,0.983338
kuipers jacob a,rankin a farnham,HY,1
kuipers jacob a,rankin alfred m et al,HY,0.935895
kuipers jacob a,rankin alison a,HY,0.954579
kuipers jacob a,rankin bruce t,HY,0.974861
kuipers jacob a,rankin chloe o,HY,0.885144
kuipers jacob a,rankin claiborne r,HY,0.885144
kuipers jacob a,rankin claiborne r jr,HY,1
kuipers jacob a,rankin claiborne read iii,HY,0.983338
kuipers jacob a,rankin clara l t,HY,0.927827
kuipers jacob a,rankin corbin,HY,0.938668
kuipers jacob a,rankin elisabeth m,HY,1
kuipers jacob a,rankin elizabeth b,HY,1
kuipers jacob a,rankin james t,HY,1
kuipers jacob a,rankin james t. jr.,HY,0.975011
kuipers jacob a,rankin julia l,HY,1
kuipers jacob a,rankin lynne t,HY,1
kuipers jacob a,rankin margaret pollard,HY,0.975011
kuipers jacob a,rankin mary m,HY,0.991668
kuipers jacob a,rankin matthew m,HY,1
kuipers jacob a,rankin roger f,HY,0.954579
kuipers jacob a,rankin thomas parker,HY,1
kuipers jacob a,rankin thomas t,HY,0.945536
kuipers jacob a,rankin victoire g,HY,0.94279
kuipers jacob a,rankin william a,HY,0.991668
kuipers jacob a,seelbach chloe r,HY,1
kuipers jacob a,seelbach isabelle,HY,0.991668
kuipers jacob a,seelbach scott w,HY,1
kuipers jacob a,seelbach taplin e,HY,0.991668
kuipers jacob a,seelbach thomas wilson,HY,0.983338
kuipers jacob a,williams clara r,HY,0.954579
kuipers jacob a,williams david b,HY,0.954579
kuipers jacob a,williams helen charles,HY,0.983333
kuipers jacob a,williams margo j.v.,HY,0.983333
kuipers matilda alan,rankin a farnham,HY,0.983338
kuipers matilda alan,rankin alfred m et al,HY,0.936396
kuipers matilda alan,rankin alison a,HY,0.939454
kuipers matilda alan,rankin bruce t,HY,0.974433
kuipers matilda alan,rankin chloe o,HY,0.886862
kuipers matilda alan,rankin claiborne r,HY,0.886862
kuipers matilda alan,rankin claiborne r jr,HY,0.983338
kuipers matilda alan,rankin claiborne read iii,HY,1
kuipers matilda alan,rankin clara l t,HY,0.94451
kuipers matilda alan,rankin corbin,HY,0.939454
kuipers matilda alan,rankin elisabeth m,HY,0.983338
kuipers matilda alan,rankin elizabeth b,HY,0.983338
kuipers matilda alan,rankin james t,HY,0.983338
kuipers matilda alan,rankin james t. jr.,HY,0.991381
kuipers matilda alan,rankin julia l,HY,0.983338
kuipers matilda alan,rankin lynne t,HY,0.983338
kuipers matilda alan,rankin margaret pollard,HY,0.991381
kuipers matilda alan,rankin mary m,HY,0.991527
kuipers matilda alan,rankin matthew m,HY,0.983338
kuipers matilda alan,rankin roger f,HY,0.939454
kuipers matilda alan,rankin thomas parker,HY,0.983338
kuipers matilda alan,rankin thomas t,HY,0.946202
kuipers matilda alan,rankin victoire g,HY,0.943164
kuipers matilda alan,rankin william a,HY,0.991527
kuipers matilda alan,seelbach chloe r,HY,0.983338
kuipers matilda alan,seelbach isabelle,HY,0.991527
kuipers matilda alan,seelbach scott w,HY,0.983338
kuipers matilda alan,seelbach taplin e,HY,0.991527
kuipers matilda alan,seelbach thomas wilson,HY,1
kuipers matilda alan,williams clara r,HY,0.939454
kuipers matilda alan,williams david b,HY,0.939454
kuipers matilda alan,williams helen charles,HY,0.983338
kuipers matilda alan,williams margo j.v.,HY,0.983338
labarre dennis w,poor vincent,HY,0.863636
labarre dennis w,taplin britton t,HY,0.886154
labarre dennis w,taplin diahn,HY,0.834912
labarre dennis w,wong eugene,HY,0.909091
rankin a farnham,rankin alfred m et al,HY,0.935895
rankin a farnham,rankin alison a,HY,0.954579
rankin a farnham,rankin bruce t,HY,0.974861
rankin a farnham,rankin chloe o,HY,0.885144
rankin a farnham,rankin claiborne r,HY,0.885144
rankin a farnham,rankin claiborne r jr,HY,1
rankin a farnham,rankin claiborne read iii,HY,0.983338
rankin a farnham,rankin clara l t,HY,0.927827
rankin a farnham,rankin corbin,HY,0.938668
rankin a farnham,rankin elisabeth m,HY,1
rankin a farnham,rankin elizabeth b,HY,1
rankin a farnham,rankin james t,HY,1
rankin a farnham,rankin james t. jr.,HY,0.975011
rankin a farnham,rankin julia l,HY,1
rankin a farnham,rankin lynne t,HY,1
rankin a farnham,rankin margaret pollard,HY,0.975011
rankin a farnham,rankin mary m,HY,0.991668
rankin a farnham,rankin matthew m,HY,1
rankin a farnham,rankin roger f,HY,0.954579
rankin a farnham,rankin thomas parker,HY,1
rankin a farnham,rankin thomas t,HY,0.945536
rankin a farnham,rankin victoire g,HY,0.94279
rankin a farnham,rankin william a,HY,0.991668
rankin a farnham,seelbach chloe r,HY,1
rankin a farnham,seelbach isabelle,HY,0.991668
rankin a farnham,seelbach scott w,HY,1
rankin a farnham,seelbach taplin e,HY,0.991668
rankin a farnham,seelbach thomas wilson,HY,0.983338
